"UNITID","Institution_type","State"
"223463","Private, nonprofit","TX"
"223472","Private, for-profit","TX"
"223506","Public","TX"
"223816","Public","TX"
"223852","Private, for-profit","TX"
"223898","Public","TX"
"223922","Public","TX"
"224004","Private, nonprofit","TX"
"224013","Private, for-profit","TX"
"224110","Public","TX"
"224147","Public","TX"
"224156","Private, for-profit","TX"
"224226","Private, nonprofit","TX"
"224244","Private, nonprofit","TX"
"224271","Private, nonprofit","TX"
"224305","Private, nonprofit","TX"
"224323","Private, nonprofit","TX"
"224350","Public","TX"
"224527","Private, nonprofit","TX"
"224545","Public","TX"
"224554","Public","TX"
"224615","Public","TX"
"224642","Public","TX"
"224660","Private, for-profit","TX"
"224679","Private, for-profit","TX"
"224712","Private, nonprofit","TX"
"224758","Private, for-profit","TX"
"224776","Private, for-profit","TX"
"224828","Private, for-profit","TX"
"224891","Public","TX"
"224961","Public","TX"
"225070","Public","TX"
"225201","Private, nonprofit","TX"
"225247","Private, nonprofit","TX"
"225308","Public","TX"
"225371","Public","TX"
"225399","Private, nonprofit","TX"
"225414","Public","TX"
"225423","Public","TX"
"225432","Public","TX"
"225502","Public","TX"
"225511","Public","TX"
"225520","Public","TX"
"225548","Private, nonprofit","TX"
"225575","Private, nonprofit","TX"
"225627","Private, nonprofit","TX"
"225876","Private, nonprofit","TX"
"225885","Private, nonprofit","TX"
"225991","Private, for-profit","TX"
"226019","Public","TX"
"226091","Public","TX"
"226107","Public","TX"
"226116","Public","TX"
"226125","Private, for-profit","TX"
"226134","Public","TX"
"226152","Public","TX"
"226204","Public","TX"
"226231","Private, nonprofit","TX"
"226277","Private, for-profit","TX"
"226383","Private, nonprofit","TX"
"226408","Public","TX"
"226471","Private, nonprofit","TX"
"226578","Public","TX"
"226587","Private, nonprofit","TX"
"226675","Private, nonprofit","TX"
"226806","Public","TX"
"226833","Public","TX"
"226860","Private, for-profit","TX"
"226879","Private, for-profit","TX"
"226903","Private, for-profit","TX"
"227058","Private, for-profit","TX"
"227146","Public","TX"
"227182","Public","TX"
"227216","Public","TX"
"227225","Public","TX"
"227289","Private, nonprofit","TX"
"227298","Private, for-profit","TX"
"227304","Public","TX"
"227313","Private, for-profit","TX"
"227322","Private, for-profit","TX"
"227331","Private, nonprofit","TX"
"227368","Public","TX"
"227377","Public","TX"
"227386","Public","TX"
"227401","Public","TX"
"227429","Private, nonprofit","TX"
"227526","Public","TX"
"227687","Public","TX"
"227748","Private, for-profit","TX"
"227757","Private, nonprofit","TX"
"227845","Private, nonprofit","TX"
"227854","Public","TX"
"227863","Private, nonprofit","TX"
"227881","Public","TX"
"227924","Public","TX"
"227979","Public","TX"
"228042","Private, nonprofit","TX"
"228088","Private, for-profit","TX"
"228149","Private, nonprofit","TX"
"228158","Public","TX"
"228185","Private, for-profit","TX"
"228194","Private, nonprofit","TX"
"228200","Private, for-profit","TX"
"228219","Private, for-profit","TX"
"228246","Private, nonprofit","TX"
"228282","Private, for-profit","TX"
"228316","Public","TX"
"228325","Private, nonprofit","TX"
"228343","Private, nonprofit","TX"
"228431","Public","TX"
"228459","Public","TX"
"228468","Private, nonprofit","TX"
"228486","Private, nonprofit","TX"
"228501","Public","TX"
"228529","Public","TX"
"228547","Public","TX"
"228608","Public","TX"
"228635","Public","TX"
"228644","Public","TX"
"228653","Public","TX"
"228699","Public","TX"
"228705","Public","TX"
"228723","Public","TX"
"228769","Public","TX"
"228778","Public","TX"
"228787","Public","TX"
"228796","Public","TX"
"228802","Public","TX"
"228866","Private, nonprofit","TX"
"228875","Private, nonprofit","TX"
"228884","Private, nonprofit","TX"
"228909","Public","TX"
"228981","Private, nonprofit","TX"
"229018","Public","TX"
"229027","Public","TX"
"229063","Public","TX"
"229115","Public","TX"
"229160","Private, nonprofit","TX"
"229179","Public","TX"
"229267","Private, nonprofit","TX"
"229300","Public","TX"
"229337","Public","TX"
"229355","Public","TX"
"229416","Private, for-profit","TX"
"229425","Private, for-profit","TX"
"229504","Public","TX"
"229522","Private, for-profit","TX"
"229540","Public","TX"
"229656","Private, for-profit","TX"
"229780","Private, nonprofit","TX"
"229799","Public","TX"
"229814","Public","TX"
"229832","Public","TX"
"229841","Public","TX"
"229887","Private, nonprofit","TX"
"230010","Public","UT"
"230038","Private, nonprofit","UT"
"230047","Private, nonprofit","HI"
"230056","Private, for-profit","UT"
"230065","Private, for-profit","UT"
"230144","Private, for-profit","UT"
"230162","Public","UT"
"230171","Public","UT"
"230199","Private, for-profit","UT"
"230205","Private, for-profit","UT"
"230214","Private, for-profit","UT"
"230366","Private, for-profit","UT"
"230418","Private, nonprofit","UT"
"230490","Public","UT"
"230597","Public","UT"
"230603","Public","UT"
"230621","Private, nonprofit","UT"
"230676","Public","UT"
"230728","Public","UT"
"230737","Public","UT"
"230746","Public","UT"
"230764","Public","UT"
"230782","Public","UT"
"230807","Private, nonprofit","UT"
"230816","Private, nonprofit","VT"
"230834","Public","VT"
"230852","Private, nonprofit","VT"
"230861","Public","VT"
"230889","Private, nonprofit","VT"
"230913","Public","VT"
"230959","Private, nonprofit","VT"
"230977","Private, for-profit","VT"
"230995","Private, nonprofit","VT"
"231004","Private, for-profit","VT"
"231059","Private, nonprofit","VT"
"231068","Private, nonprofit","VT"
"231095","Private, nonprofit","VT"
"231147","Private, nonprofit","VT"
"231165","Public","VT"
"231174","Public","VT"
"231280","Private, for-profit","VA"
"231411","Private, for-profit","VA"
"231420","Private, nonprofit","VA"
"231536","Public","VA"
"231554","Private, nonprofit","VA"
"231581","Private, nonprofit","VA"
"231624","Public","VA"
"231651","Private, nonprofit","VA"
"231688","Public","VA"
"231697","Public","VA"
"231712","Public","VA"
"231721","Private, for-profit","VA"
"231785","Private, for-profit","VA"
"231873","Public","VA"
"231882","Public","VA"
"231970","Public","VA"
"232016","Private, for-profit","VA"
"232025","Private, nonprofit","VA"
"232043","Private, nonprofit","VA"
"232052","Public","VA"
"232089","Private, nonprofit","VA"
"232186","Public","VA"
"232195","Public","VA"
"232256","Private, nonprofit","VA"
"232265","Private, nonprofit","VA"
"232308","Private, nonprofit","VA"
"232414","Public","VA"
"232423","Public","VA"
"232450","Public","VA"
"232557","Private, nonprofit","VA"
"232566","Public","VA"
"232575","Public","VA"
"232609","Private, nonprofit","VA"
"232618","Private, nonprofit","VA"
"232672","Private, nonprofit","VA"
"232681","Public","VA"
"232706","Private, nonprofit","VA"
"232724","Private, for-profit","VA"
"232788","Public","VA"
"232797","Private, for-profit","VA"
"232867","Public","VA"
"232885","Private, nonprofit","VA"
"232919","Private, for-profit","VA"
"232937","Public","VA"
"232946","Public","VA"
"232982","Public","VA"
"233019","Public","VA"
"233037","Public","VA"
"233082","Private, for-profit","VA"
"233116","Public","VA"
"233277","Public","VA"
"233286","Private, for-profit","VA"
"233295","Private, nonprofit","VA"
"233301","Private, nonprofit","VA"
"233310","Public","VA"
"233329","Private, for-profit","VA"
"233338","Public","VA"
"233356","Private, nonprofit","VA"
"233374","Private, nonprofit","VA"
"233408","Private, nonprofit","VA"
"233426","Private, nonprofit","VA"
"233480","Private, nonprofit","VA"
"233541","Private, nonprofit","VA"
"233602","Private, nonprofit","NC"
"233611","Private, nonprofit","VA"
"233639","Public","VA"
"233648","Public","VA"
"233666","Private, for-profit","VA"
"233684","Private, for-profit","VA"
"233718","Private, nonprofit","VA"
"233754","Public","VA"
"233772","Public","VA"
"233842","Private, nonprofit","VA"
"233897","Public","VA"
"233903","Public","VA"
"233921","Public","VA"
"233949","Public","VA"
"234030","Public","VA"
"234076","Public","VA"
"234085","Public","VA"
"234119","Private, for-profit","VA"
"234137","Private, nonprofit","VA"
"234155","Public","VA"
"234164","Private, nonprofit","VA"
"234173","Private, nonprofit","VA"
"234207","Private, nonprofit","VA"
"234377","Public","VA"
"234669","Public","WA"
"234696","Public","WA"
"234711","Public","WA"
"234827","Public","WA"
"234845","Public","WA"
"234915","Private, nonprofit","WA"
"234924","Private, for-profit","WA"
"234933","Public","WA"
"234951","Public","WA"
"234979","Public","WA"
"235024","Private, nonprofit","WA"
"235088","Private, for-profit","WA"
"235097","Public","WA"
"235103","Public","WA"
"235149","Public","WA"
"235158","Private, for-profit","WA"
"235167","Public","WA"
"235237","Public","WA"
"235307","Private, for-profit","WA"
"235316","Private, nonprofit","WA"
"235334","Public","WA"
"235343","Public","WA"
"235352","Private, for-profit","WA"
"235422","Private, nonprofit","WA"
"235431","Public","WA"
"235501","Private, for-profit","WA"
"235547","Private, nonprofit","WA"
"235583","Private, for-profit","WA"
"235671","Public","WA"
"235699","Public","WA"
"235750","Public","WA"
"236018","Private, for-profit","WA"
"236072","Public","WA"
"236133","Private, nonprofit","WA"
"236188","Public","WA"
"236212","Private, nonprofit","WA"
"236230","Private, nonprofit","WA"
"236258","Public","WA"
"236328","Private, nonprofit","WA"
"236382","Public","WA"
"236452","Private, nonprofit","WA"
"236504","Public","WA"
"236513","Public","WA"
"236577","Private, nonprofit","WA"
"236595","Private, nonprofit","WA"
"236610","Public","WA"
"236638","Public","WA"
"236656","Public","WA"
"236692","Public","WA"
"236708","Public","WA"
"236744","Private, for-profit","WA"
"236753","Public","WA"
"236887","Public","WA"
"236896","Private, nonprofit","WA"
"236939","Public","WA"
"236948","Public","WA"
"236975","Public","WA"
"237011","Public","WA"
"237039","Public","WA"
"237057","Private, nonprofit","WA"
"237066","Private, nonprofit","WA"
"237109","Public","WA"
"237118","Private, nonprofit","WV"
"237127","Private, for-profit","KY"
"237136","Private, nonprofit","WV"
"237145","Private, nonprofit","WV"
"237172","Public","WV"
"237181","Private, nonprofit","WV"
"237215","Public","WV"
"237242","Public","WV"
"237303","Private, for-profit","WV"
"237312","Private, nonprofit","WV"
"237321","Private, for-profit","WV"
"237330","Public","WV"
"237358","Private, nonprofit","WV"
"237367","Public","WV"
"237385","Public","WV"
"237437","Private, for-profit","WV"
"237473","Public","WV"
"237491","Public","WV"
"237525","Public","WV"
"237543","Public","WV"
"237552","Private, for-profit","WV"
"237561","Public","WV"
"237570","Private, for-profit","WV"
"237598","Private, for-profit","WV"
"237640","Private, nonprofit","WV"
"237686","Public","WV"
"237701","Public","WV"
"237729","Public","WV"
"237783","Private, for-profit","WV"
"237792","Public","WV"
"237817","Public","WV"
"237844","Public","WV"
"237880","Public","WV"
"237899","Public","WV"
"237905","Private, nonprofit","WV"
"237932","Public","WV"
"237950","Public","WV"
"237969","Private, nonprofit","WV"
"237987","Private, for-profit","WV"
"237996","Private, for-profit","WV"
"238005","Private, for-profit","WV"
"238014","Public","WV"
"238032","Public","WV"
"238078","Private, nonprofit","WV"
"238096","Public","WV"
"238175","Private, for-profit","WI"
"238193","Private, nonprofit","WI"
"238263","Public","WI"
"238324","Private, nonprofit","WI"
"238333","Private, nonprofit","WI"
"238397","Public","WI"
"238430","Private, nonprofit","WI"
"238458","Private, nonprofit","WI"
"238476","Private, nonprofit","WI"
"238573","Private, nonprofit","WI"
"238616","Private, nonprofit","WI"
"238661","Private, nonprofit","WI"
"238722","Public","WI"
"238759","Public","WI"
"238810","Private, for-profit","WI"
"238980","Private, nonprofit","WI"
"239008","Public","WI"
"239017","Private, nonprofit","WI"
"239071","Private, nonprofit","WI"
"239080","Private, nonprofit","WI"
"239105","Private, nonprofit","WI"
"239169","Private, nonprofit","WI"
"239220","Public","WI"
"239248","Public","WI"
"239309","Private, nonprofit","WI"
"239318","Private, nonprofit","WI"
"239372","Public","WI"
"239390","Private, nonprofit","WI"
"239424","Private, nonprofit","WI"
"239442","Public","WI"
"239460","Public","WI"
"239488","Public","WI"
"239512","Private, nonprofit","WI"
"239628","Private, nonprofit","WI"
"239637","Private, nonprofit","WI"
"239716","Private, nonprofit","WI"
"239877","Private, for-profit","WI"
"239910","Public","WI"
"240107","Private, nonprofit","WI"
"240116","Public","WI"
"240125","Public","WI"
"240170","Public","WI"
"240189","Public","WI"
"240198","Public","WI"
"240213","Private, nonprofit","WI"
"240268","Public","WI"
"240277","Public","WI"
"240329","Public","WI"
"240338","Private, nonprofit","WI"
"240365","Public","WI"
"240374","Public","WI"
"240392","Private, nonprofit","WI"
"240417","Public","WI"
"240426","Public","WI"
"240444","Public","WI"
"240453","Public","WI"
"240462","Public","WI"
"240471","Public","WI"
"240480","Public","WI"
"240505","Public","WY"
"240514","Public","WY"
"240596","Public","WY"
"240620","Public","WY"
"240657","Public","WY"
"240666","Public","WY"
"240693","Public","WY"
"240709","Private, for-profit","WY"
"240718","Private, for-profit","WY"
"240727","Public","WY"
"240736","Public","AS"
"240745","Public","GU"
"240754","Public","GU"
"240790","Public","MP"
"240879","Private, for-profit","PR"
"240985","Private, for-profit","PR"
"241100","Private, nonprofit","PR"
"241128","Private, nonprofit","PR"
"241146","Private, for-profit","PR"
"241182","Private, for-profit","PR"
"241191","Private, nonprofit","PR"
"241216","Private, nonprofit","PR"
"241225","Private, nonprofit","PR"
"241304","Private, for-profit","PR"
"241331","Private, nonprofit","PR"
"241377","Private, nonprofit","PR"
"241386","Private, nonprofit","PR"
"241395","Private, nonprofit","PR"
"241410","Private, nonprofit","PR"
"241517","Private, for-profit","PR"
"241614","Private, nonprofit","PR"
"241720","Public","PR"
"241739","Private, nonprofit","PR"
"241766","Public","PR"
"241793","Private, nonprofit","PR"
"241836","Private, nonprofit","PR"
"241906","Private, for-profit","PR"
"241951","Public","PR"
"242042","Public","PR"
"242112","Private, for-profit","PR"
"242121","Private, nonprofit","PR"
"242130","Private, for-profit","PR"
"242149","Private, for-profit","PR"
"242413","Private, for-profit","LA"
"242556","Public","PR"
"242565","Public","PR"
"242583","Public","PR"
"242617","Private, nonprofit","PR"
"242626","Private, nonprofit","PR"
"242635","Private, nonprofit","PR"
"242644","Private, nonprofit","PR"
"242653","Private, nonprofit","PR"
"242662","Private, nonprofit","PR"
"242680","Private, nonprofit","PR"
"242699","Private, nonprofit","PR"
"242705","Private, nonprofit","PR"
"242723","Private, nonprofit","PR"
"242750","Private, for-profit","PR"
"242820","Private, for-profit","PR"
"242945","Private, for-profit","PR"
"242954","Private, for-profit","PR"
"242972","Private, for-profit","PR"
"243081","Private, for-profit","PR"
"243106","Public","PR"
"243115","Public","PR"
"243133","Public","PR"
"243142","Public","PR"
"243151","Public","PR"
"243179","Public","PR"
"243188","Public","PR"
"243197","Public","PR"
"243203","Public","PR"
"243212","Public","PR"
"243221","Public","PR"
"243346","Private, nonprofit","PR"
"243443","Private, nonprofit","PR"
"243498","Private, nonprofit","PR"
"243568","Private, nonprofit","PR"
"243577","Private, nonprofit","PR"
"243586","Private, nonprofit","PR"
"243601","Private, nonprofit","PR"
"243638","Public","FM"
"243647","Public","PW"
"243665","Public","VI"
"243744","Private, nonprofit","CA"
"243780","Public","IN"
"243799","Public","MA"
"243823","Private, nonprofit","TX"
"243832","Private, nonprofit","PR"
"243841","Private, for-profit","PR"
"244233","Private, nonprofit","FL"
"244279","Private, for-profit","FL"
"244437","Public","GA"
"244446","Public","GA"
"244613","Private, for-profit","IL"
"245281","Private, for-profit","MS"
"245625","Public","NJ"
"245652","Private, nonprofit","NM"
"245777","Private, nonprofit","NY"
"245838","Private, nonprofit","CA"
"245847","Private, nonprofit","CA"
"245865","Private, nonprofit","NH"
"245883","Private, nonprofit","WA"
"245892","Private, nonprofit","OH"
"245953","Private, nonprofit","OK"
"245962","Private, for-profit","OK"
"245980","Private, for-profit","OK"
"245999","Public","OK"
"246017","Public","OK"
"246035","Private, for-profit","OR"
"246071","Public","PA"
"246345","Private, nonprofit","TX"
"246354","Public","TX"
"246406","Private, for-profit","TX"
"246415","Private, for-profit","TX"
"246460","Private, for-profit","TX"
"246789","Private, nonprofit","NY"
"246813","Public","GA"
"246895","Public","AZ"
"246974","Private, for-profit","CA"
"247010","Private, for-profit","ID"
"247047","Private, for-profit","ID"
"247065","Private, for-profit","KY"
"247153","Private, for-profit","MI"
"247162","Private, nonprofit","MI"
"247409","Private, for-profit","MI"
"247603","Public","NJ"
"247649","Private, nonprofit","VT"
"247773","Private, nonprofit","MI"
"247825","Private, nonprofit","TX"
"247834","Public","TX"
"247940","Public","KY"
"248192","Private, for-profit","KY"
"248527","Private, for-profit","LA"
"248606","Public","OK"
"248624","Public","PA"
"248633","Public","PA"
"248660","Private, for-profit","TN"
"248703","Private, for-profit","TX"
"248925","Public","TN"
"248934","Private, for-profit","VA"
"249238","Private, for-profit","TX"
"249566","Private, for-profit","OH"
"249609","Private, for-profit","PA"
"250027","Private, for-profit","PA"
"250285","Private, for-profit","PA"
"250744","Private, for-profit","MI"
"250902","Private, for-profit","OH"
"250993","Public","OK"
"251260","Public","AL"
"251312","Private, for-profit","SC"
"260336","Public","MO"
"260363","Public","PA"
"260372","Public","WI"
"260664","Private, for-profit","LA"
"260691","Private, for-profit","AZ"
"260789","Private, for-profit","CA"
"260813","Private, for-profit","CO"
"260929","Private, for-profit","ID"
"260965","Private, for-profit","IL"
"260992","Private, for-profit","IL"
"261436","Private, for-profit","MI"
"261676","Private, for-profit","MI"
"261685","Private, for-profit","MI"
"261719","Private, for-profit","MI"
"261773","Public","MO"
"261861","Private, for-profit","PA"
"262022","Private, nonprofit","CA"
"262031","Public","MO"
"262086","Private, nonprofit","CA"
"262129","Public","FL"
"262165","Private, nonprofit","MT"
"262341","Private, for-profit","AZ"
"262369","Private, for-profit","CA"
"262402","Private, for-profit","CA"
"262466","Private, nonprofit","CO"
"362700","Private, nonprofit","FL"
"362782","Private, for-profit","MA"
"363013","Private, for-profit","MI"
"363077","Private, for-profit","NJ"
"363147","Private, for-profit","OH"
"363165","Public","OK"
"363439","Private, for-profit","KY"
"363633","Public","NM"
"363679","Private, for-profit","MO"
"363712","Private, nonprofit","FL"
"363721","Public","DC"
"363882","Private, for-profit","OH"
"363907","Private, nonprofit","PR"
"363916","Private, nonprofit","PR"
"363934","Private, for-profit","AZ"
"364016","Public","AZ"
"364025","Public","AZ"
"364548","Public","OK"
"364575","Public","WV"
"364627","Public","OK"
"364636","Public","OH"
"364751","Private, for-profit","LA"
"364760","Private, for-profit","IL"
"364946","Public","OK"
"364964","Public","NY"
"365091","Private, for-profit","GA"
"365125","Private, for-profit","CA"
"365198","Public","OK"
"365204","Private, for-profit","TX"
"365213","Public","OK"
"365240","Public","OH"
"365374","Public","OK"
"365383","Public","PA"
"365480","Public","OK"
"365505","Public","MO"
"365693","Private, for-profit","NE"
"365763","Public","NJ"
"365824","Private, for-profit","MI"
"365833","Private, for-profit","MI"
"366003","Private, nonprofit","FL"
"366155","Private, for-profit","LA"
"366191","Private, for-profit","IL"
"366252","Public","PA"
"366261","Private, nonprofit","TX"
"366270","Private, for-profit","LA"
"366289","Private, for-profit","CA"
"366340","Public","MT"
"366368","Private, nonprofit","NY"
"366395","Public","NY"
"366401","Public","CA"
"366438","Private, for-profit","MD"
"366465","Public","GA"
"366535","Private, nonprofit","AL"
"366553","Private, for-profit","FL"
"366571","Private, nonprofit","IA"
"366605","Private, for-profit","NM"
"366623","Public","OK"
"366632","Public","PA"
"366711","Public","CA"
"367051","Private, for-profit","IL"
"367088","Private, for-profit","IN"
"367103","Private, for-profit","KY"
"367112","Private, for-profit","LA"
"367158","Private, for-profit","MI"
"367334","Private, for-profit","NY"
"367361","Private, for-profit","TX"
"367431","Private, for-profit","PA"
"367459","Public","AR"
"367875","Public","FL"
"367884","Private, nonprofit","FL"
"367954","Private, for-profit","CA"
"367972","Public","IL"
"367981","Private, for-profit","IL"
"368036","Private, for-profit","IN"
"368230","Private, for-profit","NJ"
"368364","Public","OK"
"368407","Public","PA"
"368443","Private, for-profit","TN"
"368452","Private, for-profit","TN"
"368540","Private, for-profit","TX"
"368629","Private, for-profit","WA"
"368647","Public","WV"
"368771","Private, nonprofit","CA"
"368832","Private, for-profit","CA"
"368911","Public","GA"
"369002","Private, nonprofit","MA"
"369109","Public","OH"
"369400","Private, for-profit","FL"
"369419","Public","FL"
"369446","Private, for-profit","IL"
"369455","Private, for-profit","IL"
"369516","Private, for-profit","MO"
"369659","Private, nonprofit","OR"
"369668","Public","PA"
"369686","Private, for-profit","TX"
"369695","Private, for-profit","TX"
"369783","Private, for-profit","TX"
"369950","Private, for-profit","OH"
"371034","Private, for-profit","AL"
"371052","Private, for-profit","AL"
"371690","Public","CA"
"371830","Private, for-profit","CA"
"371928","Private, for-profit","CA"
"371964","Private, for-profit","CA"
"372028","Private, for-profit","CA"
"372073","Private, for-profit","CA"
"372082","Public","CA"
"372240","Private, for-profit","CA"
"372329","Private, for-profit","CO"
"372356","Private, for-profit","CO"
"372462","Private, for-profit","FL"
"372718","Private, nonprofit","FL"
"372921","Private, for-profit","GA"
"373085","Private, for-profit","IA"
"373216","Private, for-profit","IL"
"373456","Private, for-profit","LA"
"373526","Private, for-profit","LA"
"373678","Private, for-profit","MA"
"373696","Private, for-profit","MA"
"373711","Public","MA"
"373784","Private, for-profit","MD"
"374024","Private, nonprofit","MN"
"374316","Private, for-profit","MS"
"374343","Private, for-profit","MS"
"374574","Private, for-profit","NJ"
"374592","Public","NJ"
"375106","Private, for-profit","NY"
"375230","Private, nonprofit","NY"
"375373","Public","OH"
"375407","Public","OH"
"375416","Private, nonprofit","OH"
"375540","Private, for-profit","OH"
"375568","Public","OH"
"375656","Public","OK"
"375683","Public","OK"
"375726","Public","OK"
"375939","Private, for-profit","PA"
"375966","Public","PA"
"375984","Private, for-profit","PA"
"376224","Private, for-profit","PR"
"376242","Private, for-profit","PR"
"376288","Private, for-profit","PR"
"376321","Private, for-profit","PR"
"376330","Private, for-profit","PR"
"376385","Private, nonprofit","PR"
"376446","Private, for-profit","SC"
"376631","Private, for-profit","TN"
"376677","Private, for-profit","TN"
"376695","Public","MH"
"377111","Private, nonprofit","TX"
"377193","Private, for-profit","TX"
"377218","Private, for-profit","TX"
"377272","Private, for-profit","TX"
"377281","Private, for-profit","TX"
"377315","Private, for-profit","TX"
"377342","Private, for-profit","TX"
"377449","Private, for-profit","VA"
"377458","Private, for-profit","VA"
"377485","Public","VA"
"377546","Private, for-profit","WA"
"377555","Public","WA"
"377564","Public","WA"
"377643","Private, for-profit","WV"
"377652","Private, for-profit","WV"
"377661","Private, for-profit","WV"
"377722","Private, for-profit","CA"
"377759","Private, for-profit","CA"
"378105","Private, for-profit","CA"
"378576","Private, for-profit","CA"
"378886","Private, for-profit","FL"
"378956","Private, for-profit","FL"
"379621","Public","NY"
"379746","Private, for-profit","TX"
"379782","Private, for-profit","TX"
"380067","Private, for-profit","TX"
"380359","Public","MI"
"380368","Public","MN"
"380377","Public","WA"
"380438","Private, for-profit","UT"
"380465","Private, for-profit","UT"
"381255","Private, nonprofit","CA"
"381282","Private, nonprofit","CA"
"381325","Private, nonprofit","CA"
"381352","Private, for-profit","CO"
"381370","Private, for-profit","MI"
"381404","Private, for-profit","TX"
"381459","Private, nonprofit","AZ"
"381486","Private, for-profit","IA"
"381699","Private, for-profit","CO"
"381732","Private, for-profit","CO"
"382258","Public","CA"
"382416","Public","MA"
"382461","Private, for-profit","MS"
"382780","Private, for-profit","TN"
"382911","Public","TX"
"382957","Private, for-profit","VA"
"383020","Private, for-profit","WI"
"383084","Public","CA"
"383163","Private, for-profit","FL"
"383190","Public","HI"
"383279","Private, for-profit","NJ"
"383297","Private, for-profit","NY"
"383312","Public","OH"
"383330","Public","OH"
"383367","Public","PA"
"383464","Private, for-profit","TX"
"383525","Public","NY"
"383765","Private, for-profit","NY"
"383996","Public","NM"
"384236","Private, for-profit","CA"
"384245","Private, for-profit","CA"
"384254","Private, nonprofit","FL"
"384306","Private, nonprofit","CA"
"384333","Public","AZ"
"384342","Public","IL"
"384412","Private, for-profit","DC"
"384421","Private, nonprofit","NJ"
"385132","Private, for-profit","FL"
"385415","Private, nonprofit","NY"
"385503","Private, for-profit","PA"
"385619","Private, nonprofit","FL"
"386153","Private, nonprofit","NY"
"386472","Private, nonprofit","FL"
"387925","Private, for-profit","FL"
"388520","Private, nonprofit","TX"
"388663","Private, for-profit","OH"
"389860","Public","OH"
"390905","Public","OH"
"391005","Private, for-profit","MI"
"391759","Private, for-profit","MI"
"392257","Private, for-profit","TX"
"392354","Private, nonprofit","NY"
"392415","Private, for-profit","TX"
"393524","Private, for-profit","CA"
"393649","Private, for-profit","CA"
"393861","Private, for-profit","CA"
"395362","Public","CA"
"395690","Private, for-profit","CA"
"397942","Private, for-profit","CA"
"399212","Public","CA"
"399869","Private, for-profit","CA"
"399911","Private, nonprofit","CA"
"400080","Private, for-profit","CA"
"400187","Private, for-profit","CA"
"400558","Private, for-profit","CA"
"401223","Private, nonprofit","CA"
"401250","Private, nonprofit","CA"
"401481","Private, for-profit","IL"
"401764","Private, for-profit","IL"
"402563","Private, for-profit","LA"
"402800","Private, for-profit","TX"
"403469","Public","IL"
"403478","Public","IL"
"403487","Public","IL"
"404037","Private, for-profit","AZ"
"404055","Private, for-profit","AZ"
"404222","Private, nonprofit","PR"
"404338","Private, for-profit","FL"
"404426","Public","AZ"
"404684","Private, for-profit","PR"
"404718","Private, nonprofit","TN"
"404806","Private, for-profit","PR"
"404912","Private, for-profit","CO"
"404994","Private, for-profit","NY"
"405012","Private, for-profit","OH"
"405058","Private, nonprofit","NY"
"405076","Private, for-profit","TX"
"405854","Private, nonprofit","NY"
"405872","Public","MD"
"406024","Private, for-profit","FL"
"406033","Private, for-profit","TX"
"406149","Private, for-profit","FL"
"406325","Public","NY"
"406361","Public","NY"
"406413","Private, for-profit","PA"
"406422","Public","PA"
"406486","Private, for-profit","UT"
"406547","Private, nonprofit","FL"
"407090","Private, for-profit","IL"
"407142","Private, for-profit","LA"
"407151","Private, for-profit","LA"
"407179","Private, for-profit","MA"
"407355","Private, for-profit","NE"
"407391","Private, for-profit","NJ"
"407407","Private, for-profit","NJ"
"407425","Private, for-profit","NJ"
"407434","Private, for-profit","NY"
"407461","Public","OH"
"407470","Private, for-profit","OH"
"407489","Public","OH"
"407513","Public","OH"
"407522","Public","OH"
"407568","Private, for-profit","OH"
"407577","Public","OH"
"407595","Public","OH"
"407610","Private, nonprofit","OR"
"407629","Private, nonprofit","PA"
"407683","Private, for-profit","TX"
"407708","Private, for-profit","WA"
"407735","Private, for-profit","WI"
"407832","Public","OH"
"408066","Private, for-profit","KS"
"408163","Private, for-profit","NC"
"408385","Private, for-profit","TX"
"408729","Private, for-profit","PA"
"408844","Private, for-profit","FL"
"408862","Private, for-profit","GA"
"409032","Private, for-profit","FL"
"409120","Public","MO"
"409193","Private, for-profit","PR"
"409254","Private, nonprofit","IL"
"409315","Public","TX"
"409537","Public","OH"
"409591","Public","OH"
"409616","Private, nonprofit","RI"
"409698","Public","CA"
"410797","Private, for-profit","OH"
"410964","Private, for-profit","MA"
"411684","Private, for-profit","CA"
"411754","Private, nonprofit","OH"
"412173","Private, nonprofit","FL"
"412535","Public","MA"
"412544","Private, for-profit","NY"
"412599","Private, nonprofit","TN"
"413176","Public","WV"
"413413","Private, for-profit","MN"
"413617","Private, nonprofit","WI"
"413626","Public","MN"
"413680","Private, for-profit","CA"
"413778","Private, for-profit","CT"
"413820","Private, for-profit","OK"
"413893","Private, for-profit","GA"
"413945","Private, for-profit","GA"
"413972","Private, for-profit","NC"
"414063","Private, for-profit","NJ"
"414124","Private, for-profit","MA"
"414461","Private, for-profit","PR"
"414489","Private, for-profit","TX"
"414540","Private, for-profit","PA"
"414595","Private, for-profit","NY"
"414823","Private, nonprofit","FL"
"414869","Private, for-profit","IN"
"414878","Private, nonprofit","IN"
"414911","Public","PA"
"414939","Private, for-profit","NV"
"414966","Private, nonprofit","OK"
"415039","Private, for-profit","PA"
"415057","Private, for-profit","CT"
"415987","Private, for-profit","NY"
"416458","Private, for-profit","CA"
"416801","Public","TX"
"417008","Private, for-profit","AL"
"417062","Private, for-profit","CA"
"417105","Public","CA"
