"UNITID","Institution_type","State"
"484613","Private, for-profit","AZ"
"484631","Private, for-profit","CA"
"484668","Private, for-profit","FL"
"484677","Private, for-profit","GA"
"484710","Private, for-profit","NV"
"484756","Private, for-profit","TX"
"484826","Private, for-profit","WA"
"484835","Private, for-profit","PR"
"484862","Private, for-profit","CA"
"484871","Private, nonprofit","NY"
"484899","Private, for-profit","AZ"
"484905","Public","TX"
"484923","Private, for-profit","VA"
"484932","Public","WV"
"484950","Private, for-profit","OR"
"484996","Private, for-profit","TX"
"485014","Private, for-profit","NY"
"485032","Private, for-profit","OH"
"485111","Public","GA"
"485139","Private, for-profit","IL"
"485166","Private, for-profit","OR"
"485236","Private, for-profit","PA"
"485263","Private, nonprofit","CA"
"485272","Private, for-profit","FL"
"485306","Private, for-profit","AZ"
"485342","Public","FL"
"485360","Private, nonprofit","TX"
"485379","Private, for-profit","FL"
"485388","Private, for-profit","FL"
"485397","Private, for-profit","PA"
"485403","Private, nonprofit","CA"
"485412","Private, for-profit","CA"
"485458","Public","GA"
"485476","Private, for-profit","WA"
"485485","Private, for-profit","FL"
"485494","Private, for-profit","CA"
"485500","Private, for-profit","CA"
"485519","Private, for-profit","CA"
"485537","Public","TX"
"485546","Private, for-profit","CA"
"485564","Private, for-profit","LA"
"485573","Private, for-profit","CA"
"485582","Private, for-profit","RI"
"485591","Private, for-profit","AR"
"485607","Private, for-profit","CT"
"485698","Private, nonprofit","SC"
"485704","Private, for-profit","AR"
"485768","Private, for-profit","FL"
"485801","Private, for-profit","NY"
"485810","Private, for-profit","TX"
"485856","Private, nonprofit","PA"
"485874","Private, for-profit","TX"
"485926","Private, for-profit","TX"
"485953","Private, for-profit","TX"
"485962","Private, for-profit","LA"
"485999","Private, nonprofit","NY"
"486017","Private, nonprofit","NY"
"486026","Private, nonprofit","NY"
"486080","Private, nonprofit","NY"
"486105","Private, for-profit","PA"
"486123","Private, for-profit","CA"
"486141","Private, for-profit","CA"
"486150","Public","FL"
"486169","Private, for-profit","KY"
"486196","Private, nonprofit","NY"
"486202","Public","WV"
"486239","Private, for-profit","FL"
"486248","Private, for-profit","CA"
"486257","Private, nonprofit","OH"
"486284","Private, nonprofit","MN"
"486309","Private, for-profit","WI"
"486345","Private, for-profit","IL"
"486354","Private, for-profit","FL"
"486372","Private, for-profit","CA"
"486381","Private, for-profit","NY"
"486390","Private, for-profit","NY"
"486406","Public","WV"
"486415","Private, for-profit","NY"
"486424","Private, for-profit","DC"
"486433","Private, nonprofit","CA"
"486442","Private, for-profit","TN"
"486460","Private, nonprofit","WI"
"486488","Private, nonprofit","CA"
"486497","Private, for-profit","CA"
"486503","Private, for-profit","TX"
"486512","Private, for-profit","FL"
"486530","Private, for-profit","TN"
"486558","Private, for-profit","CA"
"486567","Private, for-profit","OK"
"486576","Private, for-profit","PR"
"486594","Private, nonprofit","VA"
"486619","Private, for-profit","AR"
"486691","Private, for-profit","GA"
"486707","Private, for-profit","AL"
"486716","Private, for-profit","TN"
"486734","Private, for-profit","NJ"
"486752","Private, for-profit","IN"
"486770","Private, for-profit","TX"
"486798","Private, for-profit","TX"
"486813","Private, for-profit","TX"
"486822","Private, for-profit","AZ"
"486840","Public","GA"
"486859","Private, for-profit","NE"
"486868","Private, for-profit","AZ"
"486877","Public","NY"
"486886","Public","NY"
"486901","Private, nonprofit","TN"
"486938","Private, for-profit","NV"
"486947","Private, for-profit","MI"
"486956","Private, for-profit","NJ"
"486965","Private, for-profit","CA"
"486983","Private, for-profit","WI"
"487010","Public","TN"
"487047","Private, for-profit","LA"
"487065","Private, for-profit","TX"
"487083","Private, for-profit","MI"
"487092","Private, nonprofit","GA"
"487153","Private, nonprofit","LA"
"487162","Public","GA"
"487232","Private, for-profit","TX"
"487296","Public","AZ"
"487302","Private, for-profit","OH"
"487311","Private, nonprofit","FL"
"487320","Public","TX"
"487348","Private, for-profit","WA"
"487375","Private, for-profit","NV"
"487384","Private, for-profit","FL"
"487393","Private, for-profit","FL"
"487409","Private, for-profit","FL"
"487418","Private, for-profit","FL"
"487427","Private, for-profit","FL"
"487436","Private, for-profit","FL"
"487445","Private, for-profit","FL"
"487454","Private, for-profit","FL"
"487472","Private, for-profit","FL"
"487481","Private, for-profit","AZ"
"487490","Private, for-profit","TX"
"487506","Private, for-profit","WI"
"487524","Private, nonprofit","ME"
"487533","Private, for-profit","IL"
"487588","Private, for-profit","MS"
"487597","Private, for-profit","CA"
"487603","Private, nonprofit","WA"
"487621","Private, for-profit","LA"
"487649","Private, nonprofit","CA"
"487658","Private, nonprofit","LA"
"487676","Private, for-profit","MD"
"487746","Private, nonprofit","NY"
"487773","Public","CA"
"487791","Private, for-profit","SC"
"487807","Private, for-profit","SC"
"487816","Private, nonprofit","AL"
"487852","Private, for-profit","NJ"
"487861","Private, for-profit","OH"
"487889","Private, nonprofit","AZ"
"487898","Private, for-profit","SC"
"487904","Private, for-profit","KY"
"487913","Private, for-profit","KY"
"487922","Private, for-profit","TN"
"487959","Private, for-profit","GA"
"487968","Private, nonprofit","IL"
"487977","Private, for-profit","WV"
"487995","Private, for-profit","CA"
"488004","Private, nonprofit","NY"
"488013","Private, for-profit","NJ"
"488022","Private, for-profit","SC"
"488031","Private, for-profit","CA"
"488040","Private, for-profit","SC"
"488059","Private, for-profit","FL"
"488068","Private, for-profit","TN"
"488077","Private, for-profit","AZ"
"488101","Private, nonprofit","NY"
"488110","Private, for-profit","TX"
"488129","Private, for-profit","IN"
"488138","Private, for-profit","LA"
"488147","Private, for-profit","FL"
"488174","Private, for-profit","MO"
"488183","Private, for-profit","KY"
"488192","Private, for-profit","CA"
"488217","Private, for-profit","KY"
"488226","Private, for-profit","FL"
"488235","Private, for-profit","MO"
"488253","Private, for-profit","NY"
"488262","Private, for-profit","DE"
"488271","Private, for-profit","WA"
"488280","Private, for-profit","FL"
"488299","Private, for-profit","TX"
"488305","Private, nonprofit","NY"
"488314","Private, nonprofit","NJ"
"488332","Private, for-profit","FL"
"488350","Private, nonprofit","NJ"
"488369","Private, for-profit","PA"
"488378","Private, for-profit","WA"
"488387","Private, nonprofit","CA"
"488396","Private, for-profit","IL"
"488411","Private, for-profit","CA"
"488420","Private, for-profit","IN"
"488439","Private, for-profit","IN"
"488448","Private, for-profit","WA"
"488527","Private, nonprofit","AR"
"488554","Private, for-profit","NM"
"488651","Private, for-profit","NM"
"488679","Private, nonprofit","IN"
"488730","Public","TX"
"488749","Private, for-profit","MD"
"488776","Private, for-profit","IN"
"488785","Private, nonprofit","CA"
"488800","Public","CA"
"488828","Private, for-profit","OK"
"488837","Private, for-profit","MI"
"488891","Public","FL"
"488907","Private, nonprofit","NV"
"488916","Private, for-profit","AL"
"488925","Private, for-profit","SC"
"488934","Public","OK"
"488952","Private, for-profit","OH"
"488961","Private, for-profit","IN"
"488970","Private, for-profit","MI"
"488989","Private, for-profit","TX"
"488998","Private, for-profit","ID"
"489122","Private, for-profit","WI"
"489131","Private, for-profit","WI"
"489140","Private, for-profit","WI"
"489159","Private, for-profit","SC"
"489201","Public","CA"
"489238","Private, for-profit","FL"
"489247","Private, for-profit","UT"
"489256","Private, for-profit","PR"
"489283","Private, for-profit","TX"
"489344","Private, for-profit","NC"
"489353","Private, for-profit","CA"
"489371","Private, for-profit","CA"
"489760","Private, for-profit","CA"
"489779","Public","IN"
"489812","Private, for-profit","MT"
"489830","Private, for-profit","AR"
"489858","Private, for-profit","CA"
"489937","Private, nonprofit","NC"
"490018","Private, for-profit","FL"
"490045","Private, nonprofit","CA"
"490054","Private, for-profit","FL"
"490063","Private, for-profit","CA"
"490081","Private, nonprofit","CA"
"490090","Public","FL"
"490106","Private, nonprofit","VA"
"490115","Private, for-profit","TN"
"490124","Private, for-profit","CA"
"490133","Private, for-profit","CA"
"490142","Private, for-profit","FL"
"490151","Private, for-profit","TN"
"490160","Private, for-profit","CA"
"490197","Private, for-profit","CA"
"490203","Private, nonprofit","MO"
"490212","Public","CA"
"490221","Private, for-profit","GA"
"490230","Private, nonprofit","GA"
"490249","Private, for-profit","NJ"
"490258","Private, for-profit","PA"
"490267","Private, for-profit","TN"
"490276","Private, nonprofit","NY"
"490285","Private, for-profit","CA"
"490294","Private, for-profit","WA"
"490300","Private, for-profit","NJ"
"490319","Private, nonprofit","NJ"
"490328","Private, nonprofit","NY"
"490337","Private, for-profit","CA"
"490346","Private, nonprofit","NY"
"490373","Private, nonprofit","MI"
"490382","Private, for-profit","NH"
"490391","Private, for-profit","FL"
"490407","Private, for-profit","GA"
"490416","Private, for-profit","LA"
"490425","Private, for-profit","TX"
"490434","Private, for-profit","OH"
"490443","Private, for-profit","VA"
"490452","Private, for-profit","AZ"
"490461","Private, for-profit","TN"
"490470","Private, for-profit","TN"
"490489","Private, nonprofit","MI"
"490498","Private, nonprofit","LA"
"490504","Private, nonprofit","NY"
"490513","Private, nonprofit","NJ"
"490522","Private, for-profit","TX"
"490531","Private, for-profit","LA"
"490540","Private, for-profit","AR"
"490559","Private, for-profit","FL"
"490568","Private, for-profit","MI"
"490601","Private, nonprofit","MO"
"490674","Private, for-profit","TX"
"490692","Private, for-profit","OH"
"490717","Private, for-profit","NV"
"490735","Private, for-profit","TX"
"490744","Private, for-profit","AR"
"490753","Private, nonprofit","ME"
"490805","Public","IN"
"490814","Private, for-profit","MI"
"490832","Private, for-profit","OH"
"490841","Private, for-profit","MI"
"490869","Private, for-profit","NJ"
"490878","Private, for-profit","CA"
"490896","Private, for-profit","NJ"
"490948","Private, for-profit","NC"
"490975","Private, for-profit","FL"
"491057","Private, nonprofit","NY"
"491066","Private, for-profit","TX"
"491075","Private, for-profit","AR"
"491084","Private, for-profit","LA"
"491136","Private, for-profit","FL"
"491145","Private, for-profit","FL"
"491181","Private, for-profit","KY"
"491190","Private, nonprofit","CA"
"491224","Private, for-profit","WI"
"491233","Private, for-profit","MS"
"491242","Private, for-profit","OR"
"491251","Private, for-profit","TX"
"491260","Private, for-profit","WA"
"491288","Public","WI"
"491297","Public","WI"
"491394","Private, for-profit","TX"
"491446","Private, nonprofit","NY"
"491464","Public","CA"
"491473","Public","DE"
"491482","Private, for-profit","CA"
"491507","Private, for-profit","CA"
"491525","Private, nonprofit","IN"
"491534","Private, for-profit","FL"
"491543","Private, for-profit","CA"
"491552","Private, for-profit","IN"
"491570","Private, for-profit","GA"
"491589","Private, nonprofit","TX"
"491598","Private, for-profit","PA"
"491613","Private, nonprofit","NJ"
"491622","Private, nonprofit","NJ"
"491631","Private, nonprofit","MD"
"491640","Private, nonprofit","NJ"
"491659","Private, nonprofit","CA"
"491668","Private, for-profit","PR"
"491677","Private, for-profit","PA"
"491686","Private, for-profit","AZ"
"491695","Private, for-profit","AL"
"491701","Private, for-profit","ID"
"491710","Private, nonprofit","NJ"
"491729","Private, for-profit","MS"
"491738","Private, for-profit","HI"
"491747","Private, for-profit","FL"
"491756","Private, for-profit","CA"
"491765","Private, nonprofit","NJ"
"491774","Private, for-profit","NY"
"491783","Public","FL"
"491792","Private, for-profit","CO"
"491808","Private, for-profit","CA"
"491817","Private, nonprofit","NJ"
"491826","Private, for-profit","NM"
"491835","Private, for-profit","TX"
"491844","Public","MN"
"491853","Private, for-profit","CA"
"491871","Private, for-profit","TX"
"491880","Private, for-profit","CA"
"491899","Private, for-profit","CA"
"491905","Private, for-profit","AL"
"491914","Private, nonprofit","NJ"
"491923","Private, for-profit","SC"
"491932","Private, for-profit","FL"
"491941","Private, for-profit","IN"
"491950","Private, for-profit","CA"
"491969","Private, for-profit","NY"
"491978","Private, for-profit","VA"
"491996","Private, for-profit","TX"
"492005","Private, for-profit","OH"
"492069","Private, nonprofit","AR"
"492096","Private, for-profit","MI"
"492139","Private, for-profit","MI"
"492157","Private, for-profit","TX"
"492209","Private, nonprofit","CA"
"492281","Private, for-profit","AR"
"492360","Private, for-profit","FL"
"492379","Private, for-profit","ND"
"492397","Private, for-profit","ID"
"492421","Private, for-profit","NC"
"492449","Private, for-profit","CA"
"492476","Private, nonprofit","PR"
"492591","Private, for-profit","TX"
"492607","Private, nonprofit","TX"
"492643","Private, for-profit","VA"
"492652","Private, for-profit","FL"
"492661","Private, for-profit","CA"
"492689","Public","TX"
"492704","Private, for-profit","PR"
"492722","Private, for-profit","TX"
"492731","Private, for-profit","NJ"
"492759","Private, for-profit","LA"
"492801","Private, nonprofit","MO"
"492935","Private, for-profit","FL"
"492953","Private, for-profit","CA"
"492962","Private, nonprofit","IN"
"493071","Private, for-profit","PR"
"493080","Private, for-profit","CA"
"493132","Private, for-profit","NJ"
"493150","Private, for-profit","TN"
"493372","Private, for-profit","NM"
"493451","Private, for-profit","MO"
"493479","Private, for-profit","CA"
"493488","Private, for-profit","FL"
"493497","Private, for-profit","VA"
"493503","Private, for-profit","CA"
"493512","Private, for-profit","CA"
